,Unnamed: 0,title,date,geo,rating
4,4,Výsledky volieb 2020,2020,SK,5
5,5,Ministerstvo zdravotníctva,2020,SK,6
6,6,Joe Biden,2020,SK,7
7,7,Sociálna poisťovňa,2020,SK,8
8,8,Zoom,2020,SK,9
9,9,WocaBee,2020,SK,10
0,0,Comment remplir enveloppe,2012,SN,1
1,1,Comment maigrir,2012,SN,2
2,2,Comment faire,2012,SN,3
3,3,Comment se maquiller,2012,SN,4
4,4,Comment devenir intelligent,2012,SN,5
5,5,Comment etre belle,2012,SN,6
6,6,Comment prier,2012,SN,7
7,7,Comment utiliser,2012,SN,8
8,8,Comment voter,2012,SN,9
9,9,Comment utiliser cydia,2012,SN,10
0,0,Paul Walker,2013,SN,1
1,1,Nelson Mandela,2013,SN,2
2,2,Bruno Metsu,2013,SN,3
3,3,Gareth Bale,2013,SN,4
4,4,Hugo Chavez,2013,SN,5
5,5,Mbathio Ndiaye,2013,SN,6
6,6,Aida Samb,2013,SN,7
7,7,Oumy Gaye,2013,SN,8
8,8,Maitre Gims,2013,SN,9
9,9,Ben Bass Diagne,2013,SN,10
0,0,James Rodriguez,2014,SN,1
1,1,Di Maria,2014,SN,2
2,2,Toni Kroos,2014,SN,3
3,3,Rosario,2014,SN,4
4,4,Moustapha Cissé Lo,2014,SN,5
5,5,Demba Dia,2014,SN,6
6,6,Ouziz Keita,2014,SN,7
7,7,Joan Rivers,2014,SN,8
8,8,Serigne Samba Ndiaye,2014,SN,9
9,9,Asamoah Gyan,2014,SN,10
0,0,Comment faire pour grossir,2015,SN,1
1,1,Comment se voiler,2015,SN,2
2,2,Comment faire pour maigrir,2015,SN,3
3,3,Comment parler en public,2015,SN,4
4,4,Comment savoir si on est vierge,2015,SN,5
5,5,Comment écrire un rapport,2015,SN,6
6,6,Comment télécharger une vidéo,2015,SN,7
7,7,Comment faire pour tomber enceinte,2015,SN,8
8,8,Comment rendre fou son homme,2015,SN,9
9,9,Comment poser mes faux ongles,2015,SN,10
0,0,Comment charmer un homme,2016,SN,1
1,1,Comment écrire une demande,2016,SN,2
2,2,Comment calculer son cycle,2016,SN,3
3,3,Comment fleurter,2016,SN,4
4,4,Comment conduire une voiture automatique,2016,SN,5
5,5,Comment développer son cerveau,2016,SN,6
6,6,Comment modifier un pdf,2016,SN,7
7,7,Comment satisfaire sa femme au lit,2016,SN,8
8,8,Comment cracker un mot de passe wifi,2016,SN,9
9,9,Comment faire pour grossir les hanches,2016,SN,10
0,0,Taringa,2009,SV,1
1,1,Facebook,2009,SV,2
2,2,Youtube.com,2009,SV,3
3,3,Mensajitos,2009,SV,4
4,4,Hotmail,2009,SV,5
5,5,Prensa grafica,2009,SV,6
6,6,Diario de hoy,2009,SV,7
7,7,Ministerio de hacienda,2009,SV,8
8,8,Padre alberto,2009,SV,9
9,9,Gripe porcina,2009,SV,10
0,0,ลุลา,2008,TH,1
1,1,Jeeja,2008,TH,2
2,2,อ้น,2008,TH,3
3,3,ยอดรัก,2008,TH,4
4,4,Mario,2008,TH,5
5,5,โน้ต อุดม,2008,TH,6
6,6,โฟร์,2008,TH,7
7,7,โดม,2008,TH,8
8,8,เต้ย,2008,TH,9
9,9,เป้ย,2008,TH,10
0,0,4shared,2009,TH,1
1,1,ดูหนังออนไลน์,2009,TH,2
2,2,ความคิด,2009,TH,3
3,3,Gat-pat,2009,TH,4
4,4,Dictionary อังกฤษไทย,2009,TH,5
5,5,The star 5,2009,TH,6
6,6,ทํานายฝัน,2009,TH,7
7,7,Af6,2009,TH,8
8,8,การเปลี่ยนแปลง,2009,TH,9
9,9,ไข้หวัด 2009,2009,TH,10
0,0,เฟส บุ๊ค,2011,TH,1
1,1,Google Plus,2011,TH,2
2,2,Google Chrome,2011,TH,3
3,3,ยูทูป,2011,TH,4
4,4,Hotmail.Co.Th,2011,TH,5
5,5,Samsung Galaxy Tab,2011,TH,6
6,6,iPad,2011,TH,7
7,7,Whatsapp,2011,TH,8
8,8,Android,2011,TH,9
9,9,โนเกีย X7,2011,TH,10
0,0,อาหารอาเซียน,2012,TH,1
1,1,อาหารสิงคโปร์,2012,TH,2
2,2,อาหารอินโดนีเซีย,2012,TH,3
3,3,อาหารมาเลเซีย,2012,TH,4
4,4,อาหารญี่ปุ่น,2012,TH,5
5,5,อาหารกัมพูชา,2012,TH,6
6,6,อาหารบรูไน,2012,TH,7
7,7,อาหารลาว,2012,TH,8
8,8,อาหารฟิลิปปินส์,2012,TH,9
9,9,อาหารพม่า,2012,TH,10
0,0,เดี่ยว 10,2013,TH,1
1,1,คุณชายพุฒิภัทร,2013,TH,2
2,2,พี่มากพระโขนง,2013,TH,3
3,3,ฮอร์โมนวัยว้าวุ่น,2013,TH,4
4,4,ทองเนื้อเก้า,2013,TH,5
5,5,iphone 5s,2013,TH,6
6,6,โดเรม่อน,2013,TH,7
7,7,ภูมิแพ้กรุงเทพ,2013,TH,8
8,8,คุกเข่า,2013,TH,9
9,9,แน่นอก,2013,TH,10
0,0,ชัชชาติ,2014,TH,1
1,1,ประยุทธ์ จันทร์ โอชา,2014,TH,2
2,2,Robin Williams,2014,TH,3
3,3,กนก,2014,TH,4
4,4,ชูวิทย์,2014,TH,5
5,5,สงกรานต์ The Voice,2014,TH,6
6,6,ดีเจมะตูม,2014,TH,7
7,7,มะตอย,2014,TH,8
8,8,เจมส์จิ,2014,TH,9
9,9,วิทิต แลต,2014,TH,10
0,0,เชือกวิเศษ,2015,TH,1
1,1,รักนะเป็ดโง่,2015,TH,2
2,2,เพื่อนเฮี้ยนโรงเรียนหลอน,2015,TH,3
3,3,ทิ้งไว้กลางทาง,2015,TH,4
4,4,สุดแค้นแสนรัก,2015,TH,5
5,5,สงครามนางงาม,2015,TH,6
6,6,เพลงขัดใจ,2015,TH,7
7,7,ข้าบดินทร์,2015,TH,8
8,8,แอบรักออนไลน์,2015,TH,9
9,9,ตัดพ้อ,2015,TH,10
0,0,รูปในหลวง,2016,TH,1
1,1,โครงการพระราชดําริ,2016,TH,2
2,2,ขอเป็นข้ารองบาททุกชาติไป,2016,TH,3
3,3,แถลงการณ์สํานักพระราชวัง,2016,TH,4
4,4,เล่าสู่หลานฟัง,2016,TH,5
5,5,เพลงของพ่อ,2016,TH,6
6,6,ประวัติ รัชกาลที่ 9,2016,TH,7
7,7,พระราชกรณียกิจ,2016,TH,8
8,8,ทรงพระเจริญ,2016,TH,9
9,9,เรารักในหลวง,2016,TH,10
0,0,เพลิงบุญ,2017,TH,1
1,1,Roblox,2017,TH,2
2,2,หน้ากากทุเรียน,2017,TH,3
3,3,เพลิงพระนาง,2017,TH,4
4,4,The Mask Singer,2017,TH,5
5,5,My Secret Romance,2017,TH,6
6,6,ปานามา,2017,TH,7
7,7,โจ บอย สเก๊าท์,2017,TH,8
8,8,คลื่นชีวิต,2017,TH,9
9,9,ก้าวคนละก้าว,2017,TH,10
0,0,บุพเพสันนิวาส,2018,TH,1
1,1,บอลโลก 2018,2018,TH,2
2,2,เมีย 2018,2018,TH,3
3,3,เลือดข้นคนจาง,2018,TH,4
4,4,สัมปทานหัวใจ,2018,TH,5
5,5,เกมเสน่หา,2018,TH,6
6,6,หวย 30 ล้าน,2018,TH,7
7,7,โอ วรุฒ,2018,TH,8
8,8,ลิขิตรัก,2018,TH,9
9,9,เด็กใหม่,2018,TH,10
0,0,ชิมช้อปใช้,2019,TH,1
1,1,กรงกรรม,2019,TH,2
2,2,เมียน้อย,2019,TH,3
3,3,ใบไม้ที่ปลิดปลิว,2019,TH,4
4,4,หัวใจศิลา,2019,TH,5
5,5,ผลการเลือกตั้ง 2562,2019,TH,6
6,6,คริปโต Binance,2019,TH,7
7,7,แชร์ลูกโซ่ Nice Review,2019,TH,8
8,8,มธุรสโลกันตร์,2019,TH,9
9,9,รักฉุดใจนายฉุกเฉิน,2019,TH,10
0,0,เราไม่ทิ้งกัน,2020,TH,1
1,1,คนละครึ่ง,2020,TH,2
2,2,โควิด-19,2020,TH,3
3,3,DLTV,2020,TH,4
4,4,เยียวยาเกษตรกร,2020,TH,5
5,5,เราเที่ยวด้วยกัน,2020,TH,6
6,6,US Election 2020,2020,TH,7
7,7,ร้อยเล่ห์มารยา,2020,TH,8
8,8,ลงทะเบียนรับเงินค่าไฟ,2020,TH,9
9,9,สมัครสอบ ก.พ.,2020,TH,10
0,0,Muhteşem Yüzyıl,2011,TR,1
1,1,E Devlet,2011,TR,2
2,2,Adini Feriha Koydum,2011,TR,3
3,3,Trendyol,2011,TR,4
4,4,Ask Tesadufleri Sever,2011,TR,5
5,5,Acunn,2011,TR,6
6,6,Wolfteam,2011,TR,7
7,7,Incir Receli,2011,TR,8
8,8,Defne Joy Foster,2011,TR,9
9,9,Aref,2011,TR,10
0,0,Facebook,2012,TR,1
1,1,YouTube,2012,TR,2
2,2,e-Okul,2012,TR,3
3,3,Ösym,2012,TR,4
4,4,Ekşi Sözlük,2012,TR,5
5,5,Araba Oyunları,2012,TR,6
6,6,Milliyet,2012,TR,7
7,7,Işkur,2012,TR,8
8,8,Hürriyet,2012,TR,9
9,9,Habertük,2012,TR,10
0,0,GÜNEŞİ BEKLERKEN,2013,TR,1
1,1,KARADAYI,2013,TR,2
2,2,MEDCEZİR,2013,TR,3
3,3,BİR AŞK HİKAYESİ,2013,TR,4
4,4,TATAR RAMAZAN,2013,TR,5
5,5,BABAM SINIFTA KALDI,2013,TR,6
6,6,ÇALIKUŞU,2013,TR,7
7,7,İŞLER GÜÇLER,2013,TR,8
8,8,FATİH HARBİYE,2013,TR,9
9,9,BENİ BÖYLE SEV,2013,TR,10
0,0,Kiraz Mevsimi,2014,TR,1
1,1,Güneşi Beklerken,2014,TR,2
2,2,Kaçak Gelinler,2014,TR,3
3,3,Kardeş Payı,2014,TR,4
4,4,Medcezir,2014,TR,5
5,5,Ulan İstanbul,2014,TR,6
6,6,Güllerin Savaşı,2014,TR,7
7,7,Küçük Ağa,2014,TR,8
8,8,Kara Para Aşk,2014,TR,9
9,9,Reaksiyon,2014,TR,10
0,0,Kiralık Aşk,2015,TR,1
1,1,Poyraz Karayel,2015,TR,2
2,2,Çilek Kokusu,2015,TR,3
3,3,Aşk Yeniden,2015,TR,4
4,4,Güneşin Kızları,2015,TR,5
5,5,Acil Aşk Aranıyor,2015,TR,6
6,6,İnadına Aşk,2015,TR,7
7,7,Kırgın Çiçekler,2015,TR,8
8,8,Eşkiya Dünyaya Hükümdar Olmaz,2015,TR,9
9,9,Kara Ekmek,2015,TR,10
0,0,Game Of Thrones,2017,TR,1
1,1,Fi,2017,TR,2
2,2,İçerde,2017,TR,3
3,3,Kalp Atışı,2017,TR,4
4,4,İsimsizler,2017,TR,5
5,5,İstanbullu Gelin,2017,TR,6
6,6,Siyah Beyaz Aşk,2017,TR,7
7,7,Şevket Yerimdar,2017,TR,8
8,8,Söz,2017,TR,9
9,9,Stranger Things,2017,TR,10
0,0,İstanbul Seçim Sonuçları 2019,2019,TR,1
1,1,Geleceğe Nefes,2019,TR,2
2,2,YSK,2019,TR,3
3,3,Deprem,2019,TR,4
4,4,Sigara Fiyatları,2019,TR,5
5,5,Dolar Kuru,2019,TR,6
6,6,Askerlik Son Dakika,2019,TR,7
7,7,EYT,2019,TR,8
8,8,İstiklal Marşı 10 Kıta,2019,TR,9
9,9,Notre Dame Katedrali,2019,TR,10
0,0,EBA,2020,TR,1
1,1,Dolar Kaç TL,2020,TR,2
2,2,Corona Virüsü,2020,TR,3
3,3,Deprem,2020,TR,4
4,4,Zoom,2020,TR,5
5,5,HES Kodu Alma,2020,TR,6
6,6,Kandilli Rasathanesi,2020,TR,7
7,7,Sokağa Çıkma Yasağı,2020,TR,8
8,8,Sağlık Bakanlığı,2020,TR,9
9,9,ABD Seçimleri,2020,TR,10
0,0,陳冠希,2008,TW,1
1,1,田中千繪,2008,TW,2
2,2,馬英九,2008,TW,3
3,3,彎彎,2008,TW,4
4,4,蕭敬騰,2008,TW,5
5,5,楊宗緯,2008,TW,6
6,6,張柏芝,2008,TW,7
7,7,周杰倫,2008,TW,8
8,8,徐佳瑩,2008,TW,9
9,9,黎礎寧,2008,TW,10
0,0,開心農場,2009,TW,1
1,1,章子怡,2009,TW,2
2,2,莫拉克風災,2009,TW,3
3,3,瘦身減肥纖Q糖,2009,TW,4
4,4,瑤瑤,2009,TW,5
5,5,周鬍子事件,2009,TW,6
6,6,日全蝕,2009,TW,7
7,7,孫道存再婚,2009,TW,8
8,8,酒井法子,2009,TW,9
9,9,朱麗倩,2009,TW,10
0,0,Google+,2011,TW,1
1,1,Facebook,2011,TW,2
2,2,iPad 2,2011,TW,3
3,3,塑化劑,2011,TW,4
4,4,iPhone 5,2011,TW,5
5,5,憤怒鳥,2011,TW,6
6,6,Android,2011,TW,7
7,7,樂透,2011,TW,8
8,8,Htc,2011,TW,9
9,9,Apple,2011,TW,10
0,0,熊麻吉,2012,TW,1
1,1,復仇者聯盟,2012,TW,2
2,2,陣頭,2012,TW,3
3,3,超級戰艦,2012,TW,4
4,4,黑暗騎士,2012,TW,5
5,5,蝙蝠俠,2012,TW,6
6,6,黑影家族,2012,TW,7
7,7,攔截記憶碼,2012,TW,8
8,8,普羅米修斯,2012,TW,9
9,9,桃姐,2012,TW,10
0,0,iPhone 5s,2013,TW,1
1,1,HTC Butterfly S,2013,TW,2
2,2,HTC Butterfly,2013,TW,3
3,3,Samsung Galaxy S4,2013,TW,4
4,4,Sony Xperia Z,2013,TW,5
5,5,Sony Xperia Z1,2013,TW,6
6,6,iPhone 5,2013,TW,7
7,7,Samsung Galaxy Note 3,2013,TW,8
8,8,New HTC One,2013,TW,9
9,9,iPad Mini,2013,TW,10
0,0,柯文哲,2014,TW,1
1,1,金秀賢,2014,TW,2
2,2,林飛帆,2014,TW,3
3,3,彎彎,2014,TW,4
4,4,鄭捷,2014,TW,5
5,5,連勝文,2014,TW,6
6,6,周亭羽,2014,TW,7
7,7,柯震東,2014,TW,8
8,8,史哲維,2014,TW,9
9,9,歡歡,2014,TW,10
0,0,洪秀柱,2015,TW,1
1,1,朱立倫,2015,TW,2
2,2,宋楚瑜,2015,TW,3
3,3,陳建仁,2015,TW,4
4,4,徐弘庭,2015,TW,5
5,5,王如玄,2015,TW,6
6,6,李光耀,2015,TW,7
7,7,邱于芸,2015,TW,8
8,8,葉世文,2015,TW,9
9,9,徐欣瑩,2015,TW,10
0,0,寶可夢,2016,TW,1
1,1,里約奧運,2016,TW,2
2,2,美國大選,2016,TW,3
3,3,太陽的後裔,2016,TW,4
4,4,颱風,2016,TW,5
5,5,iPhone 7,2016,TW,6
6,6,你的名字,2016,TW,7
7,7,屍速列車,2016,TW,8
8,8,終極一班4,2016,TW,9
9,9,步步驚心：麗,2016,TW,10
0,0,世大運,2017,TW,1
1,1,寶可夢,2017,TW,2
2,2,通靈少女,2017,TW,3
3,3,鬼怪,2017,TW,4
4,4,世界棒球經典賽,2017,TW,5
5,5,花甲男孩轉大人,2017,TW,6
6,6,iPhone 8,2017,TW,7
7,7,大力女子都奉順,2017,TW,8
8,8,王心凌,2017,TW,9
9,9,蝦皮,2017,TW,10
0,0,世足賽,2018,TW,1
1,1,延禧攻略,2018,TW,2
2,2,地震,2018,TW,3
3,3,運彩,2018,TW,4
4,4,中選會,2018,TW,5
5,5,如懿傳,2018,TW,6
6,6,公投,2018,TW,7
7,7,韓國瑜,2018,TW,8
8,8,愛爾達,2018,TW,9
9,9,開票,2018,TW,10
0,0,我們與惡的距離,2019,TW,1
1,1,颱風,2019,TW,2
2,2,世界12強棒球賽,2019,TW,3
3,3,小女花不棄,2019,TW,4
4,4,韓國瑜,2019,TW,5
5,5,長榮罷工,2019,TW,6
6,6,知否？知否？應是綠肥紅瘦,2019,TW,7
7,7,皓鑭傳,2019,TW,8
8,8,小丑,2019,TW,9
9,9,德魯納酒店,2019,TW,10
0,0,美國總統大選,2020,TW,1
1,1,武漢肺炎,2020,TW,2
2,2,動滋券,2020,TW,3
3,3,劉真,2020,TW,4
4,4,小鬼,2020,TW,5
5,5,藝FUN券,2020,TW,6
6,6,愛的迫降,2020,TW,7
7,7,以家人之名,2020,TW,8
8,8,川普,2020,TW,9
9,9,夫妻的世界,2020,TW,10
0,0,Cтив Джобс,2011,UA,1
1,1,Mаксим Чмерковский,2011,UA,2
2,2,Kристина Пименова,2011,UA,3
3,3,Tатьяна Денисова,2011,UA,4
4,4,Kличко,2011,UA,5
5,5,Aни Лорак,2011,UA,6
6,6,Джастин Бибер,2011,UA,7
7,7,Eлена Bаенга,2011,UA,8
8,8,Джейсон Cтэтхэм,2011,UA,9
9,9,Tимошенко,2011,UA,10
0,0,Оксана Макар,2012,UA,1
1,1,Вітні Х'юстон,2012,UA,2
2,2,Марина Голуб,2012,UA,3
3,3,Pussy Riot,2012,UA,4
4,4,Богдан Ступка,2012,UA,5
5,5,Александр Пороховщиков,2012,UA,6
6,6,Бурановские Бабушки,2012,UA,7
7,7,Віталій Кличко,2012,UA,8
8,8,Анатолий Отраднов,2012,UA,9
9,9,Настя Фоменко,2012,UA,10
0,0,Владимир Кличко,2013,UA,1
1,1,Тина Кароль,2013,UA,2
2,2,Андрей Панин,2013,UA,3
3,3,Злата Огневич,2013,UA,4
4,4,Кейт Миддлтон,2013,UA,5
5,5,Борис Березовский,2013,UA,6
6,6,Оксана Хожай,2013,UA,7
7,7,Андрей Искорнев,2013,UA,8
8,8,Макс Корж,2013,UA,9
9,9,Мерьем Узерли,2013,UA,10
0,0,Янукович,2014,UA,1
1,1,Жанна Фриске,2014,UA,2
2,2,Порошенко,2014,UA,3
3,3,Путин,2014,UA,4
4,4,Робин Уильямс,2014,UA,5
5,5,Шумахер,2014,UA,6
6,6,Кончита Вурст,2014,UA,7
7,7,Наталья Поклонская,2014,UA,8
8,8,Ляшко,2014,UA,9
9,9,Ярош,2014,UA,10
0,0,Новости Донецка,2015,UA,1
1,1,50 оттенков серого,2015,UA,2
2,2,Жанна Фриске,2015,UA,3
3,3,Кузьма Скрябин,2015,UA,4
4,4,Русская весна,2015,UA,5
5,5,Кухня 5 сезон,2015,UA,6
6,6,Форсаж 7,2015,UA,7
7,7,Останній москаль,2015,UA,8
8,8,Сила кохання Феріхи,2015,UA,9
9,9,Холостяк 5,2015,UA,10
0,0,коту усы,2016,UA,1
1,1,нужно высшее образование,2016,UA,2
2,2,вяжут красную нитку на руку,2016,UA,3
3,3,дятлу красная шапочка,2016,UA,4
4,4,белят деревья,2016,UA,5
5,5,человеку ногти,2016,UA,6
6,6,мы живем,2016,UA,7
7,7,нужны мужчины,2016,UA,8
8,8,переводят время,2016,UA,9
9,9,выключать телефон в самолете,2016,UA,10
0,0,Физрук 4 сезон,2017,UA,1
1,1,Холостяк 7,2017,UA,2
2,2,НАЗК,2017,UA,3
3,3,Фильмы 2017,2017,UA,4
4,4,Анонимайзер,2017,UA,5
5,5,Игра престолов 7 сезон,2017,UA,6
6,6,Евровидение 2017,2017,UA,7
7,7,Ольга 2 сезон,2017,UA,8
8,8,Молодежка 5 сезон,2017,UA,9
9,9,Киев днем и ночью 3 сезон,2017,UA,10
0,0,ЧМ 2018,2018,UA,1
1,1,Мажор 3 сезон,2018,UA,2
2,2,Евровидение 2018,2018,UA,3
3,3,Школа 2 сезон,2018,UA,4
4,4,Полицейский с Рублёвки 3 сезон,2018,UA,5
5,5,Кемерово,2018,UA,6
6,6,Фильмы 2018,2018,UA,7
7,7,Марина Поплавская,2018,UA,8
8,8,Холостяк 8,2018,UA,9
9,9,Олимпиада 2018,2018,UA,10
0,0,Игра престолов 8 сезон,2019,UA,1
1,1,Зеленский,2019,UA,2
2,2,Юлия Началова,2019,UA,3
3,3,Заворотнюк,2019,UA,4
4,4,Результаты выборов 2019,2019,UA,5
5,5,Децл,2019,UA,6
6,6,Чернобыль,2019,UA,7
7,7,Дебаты,2019,UA,8
8,8,Порошенко,2019,UA,9
9,9,Евровидение 2019,2019,UA,10
0,0,Коронавирус,2020,UA,1
1,1,Коронавирус рекомендации,2020,UA,2
2,2,Выборы в США,2020,UA,3
3,3,Google Classroom,2020,UA,4
4,4,Симптомы коронавируса,2020,UA,5
5,5,На урок,2020,UA,6
6,6,Холостячка,2020,UA,7
7,7,Праздники 2020,2020,UA,8
8,8,Карантин в Украине,2020,UA,9
9,9,Zoom,2020,UA,10
0,0,Euro 2012,2012,UG,1
1,1,Olympics,2012,UG,2
2,2,Ebola,2012,UG,3
3,3,KONY 2012,2012,UG,4
4,4,Iran,2012,UG,5
5,5,US Elections,2012,UG,6
6,6,Whitney Houston funeral,2012,UG,7
7,7,Innocence of Muslims,2012,UG,8
8,8,BET Awards 2012,2012,UG,9
9,9,Syria,2012,UG,10
0,0,Coke connect,2013,UG,1
1,1,Nelson Mandela,2013,UG,2
2,2,Tubidy,2013,UG,3
3,3,Kenya elections,2013,UG,4
4,4,Choti Bahu,2013,UG,5
5,5,Mesut Ozil,2013,UG,6
6,6,Zulu bet,2013,UG,7
7,7,Mara clara,2013,UG,8
8,8,Eclipse,2013,UG,9
9,9,Martin Angume,2013,UG,10
0,0,Xenophobia,2015,UG,1
1,1,Syria,2015,UG,2
2,2,Brundi Coup,2015,UG,3
3,3,African Cup of Nations,2015,UG,4
4,4,Miss Uganda,2015,UG,5
5,5,Mayweather v Pacquiao,2015,UG,6
6,6,Pope Francis in Uganda,2015,UG,7
7,7,Paris Attack,2015,UG,8
8,8,Charlie Hebdo,2015,UG,9
9,9,MAMA awards,2015,UG,10
0,0,Donald Trump,2016,UG,1
1,1,Euro 2016,2016,UG,2
2,2,Leicester City,2016,UG,3
3,3,Paul Pogba,2016,UG,4
4,4,Winnie Nwagi,2016,UG,5
5,5,Pro soccer predictions,2016,UG,6
6,6,Amplified Bible,2016,UG,7
7,7,Lakers news,2016,UG,8
8,8,Jobs for fresh graduates in Uganda 2016,2016,UG,9
9,9,Papa Wemba,2016,UG,10
0,0,Idiocracy Showtimes,2006,US,1
1,1,Cars Showtimes,2006,US,2
2,2,Borat Showtimes,2006,US,3
3,3,Superman Showtimes,2006,US,4
4,4,Jesus Camp Showtimes,2006,US,5
5,5,Superman Returns Showtimes,2006,US,6
6,6,Beerfest Showtimes,2006,US,7
7,7,Scoop Showtimes,2006,US,8
8,8,Bozeman Showtimes,2006,US,9
9,9,Clerks II Showtimes,2006,US,10
0,0,Anna Nicole Smith,2007,US,1
1,1,Travis Barker (Rumored),2007,US,2
2,2,Vince McMahon (Rumored),2007,US,3
3,3,Chris Benoit,2007,US,4
4,4,Fidel Castro (Rumored),2007,US,5
5,5,Michael Jackson (Rumored),2007,US,6
6,6,Ryan Sheckler (Rumored),2007,US,7
7,7,Bob Barker (Rumored),2007,US,8
8,8,Criss Angel (Rumored),2007,US,9
9,9,Kurt Vonnegut,2007,US,10
0,0,Financial Crisis,2008,US,1
1,1,Depression,2008,US,2
2,2,Bailout,2008,US,3
3,3,Mortgage Crisis,2008,US,4
4,4,Wall Street,2008,US,5
5,5,Oil,2008,US,6
6,6,Stock Market,2008,US,7
7,7,Subprime,2008,US,8
8,8,Credit Crisis,2008,US,9
9,9,Housing Crisis,2008,US,10
0,0,Twilight,2009,US,1
1,1,New Moon,2009,US,2
2,2,Eclipse,2009,US,3
3,3,Untamed,2009,US,4
4,4,Democracy in America,2009,US,5
5,5,Mere Christianity,2009,US,6
6,6,The Second Sex,2009,US,7
7,7,City of Glass,2009,US,8
8,8,Pretties,2009,US,9
9,9,The Last Olympian,2009,US,10
0,0,Miami Marlins Logo,2011,US,1
1,1,MLB Fan Cave,2011,US,2
2,2,Manny Ramirez Retires,2011,US,3
3,3,Barry Bonds Verdict,2011,US,4
4,4,Kimberly Bell,2011,US,5
5,5,Unassisted Triple Play,2011,US,6
6,6,Billy Beane,2011,US,7
7,7,Hideki Irabu,2011,US,8
8,8,Moneyball,2011,US,9
9,9,3000 Hit Club,2011,US,10
0,0,Super Bowl 2012,2012,US,1
1,1,Euro 2012,2012,US,2
2,2,Fathers Day 2012,2012,US,3
3,3,Mothers Day 2012,2012,US,4
4,4,Thanksgiving 2012,2012,US,5
5,5,Memorial Day 2012,2012,US,6
6,6,March Madness 2012,2012,US,7
7,7,Labor Day 2012,2012,US,8
8,8,Grammys 2012,2012,US,9
9,9,NFL Draft 2012,2012,US,10
0,0,Black Friday,2013,US,1
1,1,Cyber Monday,2013,US,2
2,2,Daytona 500,2013,US,3
3,3,Chinese New Year,2013,US,4
4,4,Tour de France,2013,US,5
5,5,AMAs,2013,US,6
6,6,French Open,2013,US,7
7,7,Cinco de Mayo,2013,US,8
8,8,Yom Kippur,2013,US,9
9,9,LA Auto Show,2013,US,10
0,0,Robin Williams,2014,US,1
1,1,World Cup,2014,US,2
2,2,Ebola,2014,US,3
3,3,Malaysia Airlines,2014,US,4
4,4,Flappy Bird,2014,US,5
5,5,ALS Ice Bucket Challenge,2014,US,6
6,6,ISIS,2014,US,7
7,7,Ferguson,2014,US,8
8,8,Frozen,2014,US,9
9,9,Ukraine,2014,US,10
0,0,Lamar Odom,2015,US,1
1,1,Jurassic World,2015,US,2
2,2,American Sniper,2015,US,3
3,3,Caitlyn Jenner,2015,US,4
4,4,Ronda Rousey,2015,US,5
5,5,Paris,2015,US,6
6,6,Agar.io,2015,US,7
7,7,Chris Kyle,2015,US,8
8,8,Fallout 4,2015,US,9
9,9,Straight Outta Compton,2015,US,10
0,0,Powerball,2016,US,1
1,1,Prince,2016,US,2
2,2,Hurricane Matthew,2016,US,3
3,3,Pokémon Go,2016,US,4
4,4,Slither.io,2016,US,5
5,5,Olympics,2016,US,6
6,6,David Bowie,2016,US,7
7,7,Trump,2016,US,8
8,8,Election,2016,US,9
9,9,Hillary Clinton,2016,US,10
0,0,Hurricane Irma,2017,US,1
1,1,Matt Lauer,2017,US,2
2,2,Tom Petty,2017,US,3
3,3,Super Bowl,2017,US,4
4,4,Las Vegas shooting,2017,US,5
5,5,Mayweather vs McGregor fight,2017,US,6
6,6,Solar eclipse,2017,US,7
7,7,Hurricane Harvey,2017,US,8
8,8,Aaron Hernandez,2017,US,9
9,9,Fidget Spinner,2017,US,10
0,0,World Cup,2018,US,1
1,1,Hurricane Florence,2018,US,2
2,2,Mac Miller,2018,US,3
3,3,Kate Spade,2018,US,4
4,4,Anthony Bourdain,2018,US,5
5,5,Black Panther,2018,US,6
6,6,Mega Millions Results,2018,US,7
7,7,Stan Lee,2018,US,8
8,8,Demi Lovato,2018,US,9
9,9,Election Results,2018,US,10
0,0,Disney Plus,2019,US,1
1,1,Cameron Boyce,2019,US,2
2,2,Nipsey Hussle,2019,US,3
3,3,Hurricane Dorian,2019,US,4
4,4,Antonio Brown,2019,US,5
5,5,Luke Perry,2019,US,6
6,6,Avengers: Endgame,2019,US,7
7,7,Game of Thrones,2019,US,8
8,8,iPhone 11,2019,US,9
9,9,Jussie Smollett,2019,US,10
0,0,Election results,2020,US,1
1,1,Coronavirus,2020,US,2
2,2,Kobe Bryant,2020,US,3
3,3,Coronavirus update,2020,US,4
4,4,Coronavirus symptoms,2020,US,5
5,5,Zoom,2020,US,6
6,6,Who is winning the election,2020,US,7
7,7,Naya Rivera,2020,US,8
8,8,Chadwick Boseman,2020,US,9
9,9,PlayStation 5,2020,US,10
0,0,Cómo flashear magallanes,2013,UY,1
1,1,Cómo encontrar pareja,2013,UY,2
2,2,Cómo descargar Ares,2013,UY,3
3,3,Cómo hacer rastas,2013,UY,4
4,4,Cómo descargar Minecraft,2013,UY,5
5,5,Cómo estudiar,2013,UY,6
6,6,Cómo hacer fondant,2013,UY,7
7,7,Cómo hacer panqueques,2013,UY,8
8,8,Cómo configurar wifi,2013,UY,9
