,Unnamed: 0,title,date,geo,rating
7,7,IPod,2009,JP,8
8,8,YouTube,2009,JP,9
9,9,Yahoo!,2009,JP,10
0,0,Google+,2011,JP,1
1,1,Icloud,2011,JP,2
2,2,セシウム,2011,JP,3
3,3,ベクレル,2011,JP,4
4,4,余震,2011,JP,5
5,5,義援金,2011,JP,6
6,6,O111,2011,JP,7
7,7,Facebook,2011,JP,8
8,8,リクシル,2011,JP,9
9,9,被爆,2011,JP,10
0,0,トヨタ　オーリス,2012,JP,1
1,1,バハムート,2012,JP,2
2,2,ドロリッチ,2012,JP,3
3,3,リプトン　リモーネ,2012,JP,4
4,4,ソフトバンク,2012,JP,5
5,5,レヴール,2012,JP,6
6,6,雪 ごこち,2012,JP,7
7,7,Coco 塾,2012,JP,8
8,8,Stylee,2012,JP,9
9,9,ミラージュ,2012,JP,10
0,0,ドロリッチ CM,2013,JP,1
1,1,ガスト CM,2013,JP,2
2,2,ムシューダ CM,2013,JP,3
3,3,カロリーメイト CM,2013,JP,4
4,4,プリッツ CM,2013,JP,5
5,5,アレグラ CM,2013,JP,6
6,6,カリブーン CM,2013,JP,7
7,7,ゼクシィ CM,2013,JP,8
8,8,今でしょ CM,2013,JP,9
9,9,ホクト CM,2013,JP,10
0,0,ワールドカップ,2014,JP,1
1,1,妖怪ウォッチ,2014,JP,2
2,2,ソチオリンピック,2014,JP,3
3,3,台風,2014,JP,4
4,4,アナ雪,2014,JP,5
5,5,錦織圭,2014,JP,6
6,6,羽生結弦,2014,JP,7
7,7,デング熱,2014,JP,8
8,8,高倉健,2014,JP,9
9,9,御嶽山,2014,JP,10
0,0,イスラム国,2015,JP,1
1,1,台風,2015,JP,2
2,2,ラグビー,2015,JP,3
3,3,マイナンバー,2015,JP,4
4,4,後藤健二,2015,JP,5
5,5,川島なお美,2015,JP,6
6,6,北斗晶,2015,JP,7
7,7,スプラトゥーン,2015,JP,8
8,8,windows10,2015,JP,9
9,9,iphone6s,2015,JP,10
0,0,ポケモン go,2016,JP,1
1,1,オリンピック,2016,JP,2
2,2,smap,2016,JP,3
3,3,トランプ,2016,JP,4
4,4,熊本地震,2016,JP,5
5,5,君の名は,2016,JP,6
6,6,シンゴジラ,2016,JP,7
7,7,ピコ太郎,2016,JP,8
8,8,台風10号,2016,JP,9
9,9,iphone7,2016,JP,10
0,0,小林麻央,2017,JP,1
1,1,北朝鮮,2017,JP,2
2,2,ドラクエ11,2017,JP,3
3,3,台風,2017,JP,4
4,4,wbc,2017,JP,5
5,5,松居一代,2017,JP,6
6,6,安室奈美恵,2017,JP,7
7,7,清水富美加,2017,JP,8
8,8,iphone 8,2017,JP,9
9,9,ブルゾンちえみ,2017,JP,10
0,0,ワールド カップ,2018,JP,1
1,1,オリンピック,2018,JP,2
2,2,台風,2018,JP,3
3,3,山口達也,2018,JP,4
4,4,漫画村,2018,JP,5
5,5,大阪地震,2018,JP,6
6,6,大杉漣,2018,JP,7
7,7,吉澤ひとみ,2018,JP,8
8,8,大谷翔平,2018,JP,9
9,9,北海道地震,2018,JP,10
0,0,台風19号,2019,JP,1
1,1,令和,2019,JP,2
2,2,ラグビーワールドカップ,2019,JP,3
3,3,あなたの番です,2019,JP,4
4,4,ドラクエウォーク,2019,JP,5
5,5,オリンピック チケット,2019,JP,6
6,6,京都アニメーション,2019,JP,7
7,7,鬼滅の刃,2019,JP,8
8,8,吉本興業,2019,JP,9
9,9,g20,2019,JP,10
0,0,新型コロナウイルス感染症,2020,JP,1
1,1,大統領選挙,2020,JP,2
2,2,緊急事態宣言,2020,JP,3
3,3,鬼滅の刃,2020,JP,4
4,4,あつまれ どうぶつの森,2020,JP,5
5,5,シャープ マスク,2020,JP,6
6,6,台風10号,2020,JP,7
7,7,Go To,2020,JP,8
8,8,ユニクロ マスク,2020,JP,9
9,9,Zoom,2020,JP,10
0,0,Facebook,2009,KE,1
1,1,KRA,2009,KE,2
2,2,Quotes,2009,KE,3
3,3,Jobs In Kenya,2009,KE,4
4,4,YouTube,2009,KE,5
5,5,Nairobi University,2009,KE,6
6,6,Gmail,2009,KE,7
7,7,Bing,2009,KE,8
8,8,Twitter,2009,KE,9
9,9,Yahoo!,2009,KE,10
0,0,YouTube,2011,KE,1
1,1,Arsenal,2011,KE,2
2,2,Daily Nation,2011,KE,3
3,3,Facebook,2011,KE,4
4,4,Yahoo,2011,KE,5
5,5,Gmail,2011,KE,6
6,6,KRA,2011,KE,7
7,7,Yahoo Mail,2011,KE,8
8,8,Hotmail,2011,KE,9
9,9,Couleur 3,2011,KE,10
0,0,How to abort,2012,KE,1
1,1,How to drift,2012,KE,2
2,2,How to make,2012,KE,3
3,3,How to conceive,2012,KE,4
4,4,How to study,2012,KE,5
5,5,How to seduce,2012,KE,6
6,6,How to type,2012,KE,7
7,7,How to romance,2012,KE,8
8,8,How to invest,2012,KE,9
9,9,How to geek,2012,KE,10
0,0,IEBC results,2013,KE,1
1,1,Westgate attack,2013,KE,2
2,2,KCSE 2012 results,2013,KE,3
3,3,Teachers' strike,2013,KE,4
4,4,KCPE 2012 results,2013,KE,5
5,5,JKIA fire,2013,KE,6
6,6,CORD petition,2013,KE,7
7,7,Kidero slaps Shebesh,2013,KE,8
8,8,Kenya presidential debate,2013,KE,9
9,9,Emmy Kosgei wedding,2013,KE,10
0,0,World Cup,2014,KE,1
1,1,Kenya Universities and Colleges Central Placement Service (KUCCPS),2014,KE,2
2,2,Vera Sidika,2014,KE,3
3,3,Otieno Kajwang',2014,KE,4
4,4,Ebola,2014,KE,5
5,5,Angel Di Maria,2014,KE,6
6,6,Corazon Indomable,2014,KE,7
7,7,Myles Munroe,2014,KE,8
8,8,Robin Williams,2014,KE,9
9,9,Juan Mata,2014,KE,10
0,0,How to make simple cake,2015,KE,1
1,1,How to cook fish fillet,2015,KE,2
2,2,How to make meat pie,2015,KE,3
3,3,How to make pudding,2015,KE,4
4,4,How to make bhajia,2015,KE,5
5,5,How to prepare mandazi,2015,KE,6
6,6,How to make doghnuts,2015,KE,7
7,7,How to prepare pizza,2015,KE,8
8,8,How to cook chapati soft,2015,KE,9
9,9,How to cook mashed potatoes,2015,KE,10
0,0,Euro 2016,2016,KE,1
1,1,Donald Trump,2016,KE,2
2,2,Olympic Games 2016,2016,KE,3
3,3,Jacob Juma,2016,KE,4
4,4,Muhammad Ali,2016,KE,5
5,5,Hillary Clinton,2016,KE,6
6,6,Diana Chelele,2016,KE,7
7,7,Lucy Kibaki,2016,KE,8
8,8,Project X,2016,KE,9
9,9,Achieng' Abura,2016,KE,10
0,0,IEBC Results,2017,KE,1
1,1,Gambia,2017,KE,2
2,2,KCPE results,2017,KE,3
3,3,Despacito,2017,KE,4
4,4,Tibim,2017,KE,5
5,5,NASA Coalition,2017,KE,6
6,6,Jubilee Party,2017,KE,7
7,7,NASA flag bearer,2017,KE,8
8,8,Standard Gauge Railway (SGR),2017,KE,9
9,9,Presidential results,2017,KE,10
0,0,Sharon Otieno,2018,KE,1
1,1,Miguna Miguna,2018,KE,2
2,2,Jackie Maribe,2018,KE,3
3,3,Babu Owino,2018,KE,4
4,4,Kanze Dena,2018,KE,5
5,5,Okoth Obado,2018,KE,6
6,6,Kenneth Matiba,2018,KE,7
7,7,Kirinyaga Deputy Governor,2018,KE,8
8,8,Monica Kimani,2018,KE,9
9,9,Joseph Kamaru,2018,KE,10
0,0,How to file returns using P9 form,2019,KE,1
1,1,How to apply for a passport,2019,KE,2
2,2,How to start a business,2019,KE,3
3,3,How to make money,2019,KE,4
4,4,How to drive a manual car,2019,KE,5
5,5,How to be successful in life,2019,KE,6
6,6,How to get a baby boy,2019,KE,7
7,7,How to check CRB status,2019,KE,8
8,8,How to check KCPE results 2019,2019,KE,9
9,9,How to get pregnant,2019,KE,10
0,0,Papa Shirandula,2020,KE,1
1,1,Kobe Bryant,2020,KE,2
2,2,Former President Daniel Moi,2020,KE,3
3,3,Former President Daniel Moi,2020,KE,4
4,4,Ken Walibora,2020,KE,5
5,5,Kenny Rogers,2020,KE,6
6,6,Chadwick Boseman,2020,KE,7
7,7,Papa Dennis,2020,KE,8
8,8,Naya Rivera,2020,KE,9
9,9,George Floyd,2020,KE,10
0,0,장백지,2008,KR,1
1,1,소녀시대,2008,KR,2
2,2,최진실,2008,KR,3
3,3,원더걸스,2008,KR,4
4,4,Hilton(패리스 힐튼),2008,KR,5
5,5,진관희,2008,KR,6
6,6,빅뱅,2008,KR,7
7,7,이효리,2008,KR,8
8,8,남규리,2008,KR,9
9,9,김태희,2008,KR,10
0,0,글로벌 ERP,2009,KR,1
1,1,꽃보다 남자,2009,KR,2
2,2,김아중,2009,KR,3
3,3,장자연 리스트,2009,KR,4
4,4,청담동 클럽 사진,2009,KR,5
5,5,신종 플루,2009,KR,6
6,6,유이,2009,KR,7
7,7,빙,2009,KR,8
8,8,선덕 여왕,2009,KR,9
9,9,레이디 가가,2009,KR,10
0,0,로또 복권,2011,KR,1
1,1,연금복권,2011,KR,2
2,2,나가수,2011,KR,3
3,3,임재범,2011,KR,4
4,4,갤럭시 s2,2011,KR,5
5,5,카카오톡,2011,KR,6
6,6,북한 국보급 미녀,2011,KR,7
7,7,쿠팡,2011,KR,8
8,8,울랄라 세션,2011,KR,9
9,9,송지선,2011,KR,10
0,0,무암바,2012,KR,1
1,1,베르나르도,2012,KR,2
2,2,네이마르,2012,KR,3
3,3,이규환,2012,KR,4
4,4,제레미 린,2012,KR,5
5,5,박태환,2012,KR,6
6,6,이동국,2012,KR,7
7,7,박지성,2012,KR,8
8,8,티에리 앙리,2012,KR,9
9,9,신수지,2012,KR,10
0,0,갤럭시 S4,2013,KR,1
1,1,갤럭시 노트 3,2013,KR,2
2,2,소니 노트북 태블릿,2013,KR,3
3,3,갤럭시 노트 2,2013,KR,4
4,4,넥서스 5,2013,KR,5
5,5,아이폰 5S,2013,KR,6
6,6,G2,2013,KR,7
7,7,옵티머스 G,2013,KR,8
8,8,크롬캐스트,2013,KR,9
9,9,베가 R3,2013,KR,10
0,0,메르스,2015,KR,1
1,1,나무 위키,2015,KR,2
2,2,워터파크 몰카,2015,KR,3
3,3,킹스맨,2015,KR,4
4,4,베테랑,2015,KR,5
5,5,이태임,2015,KR,6
6,6,암살,2015,KR,7
7,7,간신,2015,KR,8
8,8,장성우,2015,KR,9
9,9,스물,2015,KR,10
0,0,아이폰 7,2016,KR,1
1,1,갤럭시 노트 7,2016,KR,2
2,2,넷플릭스,2016,KR,3
3,3,갤럭시 S7,2016,KR,4
4,4,에버필터,2016,KR,5
5,5,윈도우 10,2016,KR,6
6,6,V20,2016,KR,7
7,7,LG G5,2016,KR,8
8,8,VR,2016,KR,9
9,9,아이폰 SE,2016,KR,10
0,0,너의 이름은,2017,KR,1
1,1,도깨비,2017,KR,2
2,2,설리,2017,KR,3
3,3,어금니 아빠,2017,KR,4
4,4,리니지M,2017,KR,5
5,5,문재인,2017,KR,6
6,6,범죄도시,2017,KR,7
7,7,포켓몬 고,2017,KR,8
8,8,김주혁,2017,KR,9
9,9,리얼,2017,KR,10
0,0,로스트아크,2018,KR,1
1,1,월드컵,2018,KR,2
2,2,김비서가 왜 그럴까,2018,KR,3
3,3,외모지상주의,2018,KR,4
4,4,평창올림픽,2018,KR,5
5,5,신과함께,2018,KR,6
6,6,비트코인,2018,KR,7
7,7,태풍 경로,2018,KR,8
8,8,하트시그널 2,2018,KR,9
9,9,논산 여교사,2018,KR,10
0,0,타노스,2019,KR,1
1,1,정준영,2019,KR,2
2,2,설리,2019,KR,3
3,3,SKY 캐슬,2019,KR,4
4,4,한글날,2019,KR,5
5,5,황하나,2019,KR,6
6,6,고유정,2019,KR,7
7,7,조국,2019,KR,8
8,8,호텔 델루나,2019,KR,9
9,9,원펀맨 2기,2019,KR,10
0,0,코로나 바이러스 19,2020,KR,1
1,1,미국 대선,2020,KR,2
2,2,테슬라 주가,2020,KR,3
3,3,이태원 클라쓰,2020,KR,4
4,4,박원순,2020,KR,5
5,5,n번방,2020,KR,6
6,6,21대 국회의원 선거,2020,KR,7
7,7,코로나 19 예방,2020,KR,8
8,8,박지선,2020,KR,9
9,9,발로란트,2020,KR,10
0,0,Курс доллара к тенге,2015,KZ,1
1,1,50 оттенков серого,2015,KZ,2
2,2,Форсаж 7,2015,KZ,3
3,3,Батырхан Шукенов,2015,KZ,4
4,4,Курс рубля к тенге,2015,KZ,5
5,5,ok google,2015,KZ,6
6,6,Битва экстрасенсов 16 сезон,2015,KZ,7
7,7,Рэкетир 2,2015,KZ,8
8,8,Игра престолов 5 сезон,2015,KZ,9
9,9,Новости Алматы,2015,KZ,10
0,0,Баян Есентаева,2016,KZ,1
1,1,Ерасыл Аубакиров,2016,KZ,2
2,2,Сафар Шакеев,2016,KZ,3
3,3,Дональд Трамп,2016,KZ,4
4,4,Ислам Каримов,2016,KZ,5
5,5,Торегали Тореали,2016,KZ,6
6,6,Данияр Елеусинов,2016,KZ,7
7,7,Пратюша Банерджи,2016,KZ,8
8,8,Мухаммед Али,2016,KZ,9
9,9,Алан Рикман,2016,KZ,10
0,0,Димаш Кудайбергенов,2017,KZ,1
1,1,Диана Шурыгина,2017,KZ,2
2,2,Честер Беннингтон,2017,KZ,3
3,3,Ерке Есмахан,2017,KZ,4
4,4,Дмитрий Марьянов,2017,KZ,5
5,5,Вера Глаголева,2017,KZ,6
6,6,Михаил Задорнов,2017,KZ,7
7,7,Геннадий Головкин,2017,KZ,8
8,8,Олег Яковлев,2017,KZ,9
9,9,Илона Новоселова,2017,KZ,10
0,0,ЧМ 2018,2018,KZ,1
1,1,Кунделик кз,2018,KZ,2
2,2,Мажор 3 сезон,2018,KZ,3
3,3,Денис Тен,2018,KZ,4
4,4,Переводчик казахско русский,2018,KZ,5
5,5,Полицейский с Рублёвки 3 сезон,2018,KZ,6
6,6,Холостяк 6 сезон,2018,KZ,7
7,7,Фильмы 2018,2018,KZ,8
8,8,Сад падающих звезд,2018,KZ,9
9,9,Ораза 2018 кестесі,2018,KZ,10
0,0,Игра престолов 8 сезон,2019,KZ,1
1,1,Переводчик казахско русский,2019,KZ,2
2,2,Мстители Финал,2019,KZ,3
3,3,Юлия Началова,2019,KZ,4
4,4,КХЛ,2019,KZ,5
5,5,Токаев,2019,KZ,6
6,6,Заворотнюк,2019,KZ,7
7,7,Зеленский,2019,KZ,8
8,8,ИП Пирогова,2019,KZ,9
9,9,Ветреный,2019,KZ,10
0,0,Коронавирус,2020,KZ,1
1,1,Онлайн мектеп,2020,KZ,2
2,2,42500 еңбек kz,2020,KZ,3
3,3,Билим ленд,2020,KZ,4
4,4,Egov.kz,2020,KZ,5
5,5,Ок едус,2020,KZ,6
6,6,Кунделык кз,2020,KZ,7
7,7,Выборы в США,2020,KZ,8
8,8,Бумажный дом,2020,KZ,9
9,9,Классрум,2020,KZ,10
0,0,Cricket score,2016,LK,1
1,1,Prema Dadayama,2016,LK,2
2,2,Sadahatama Oba Mage,2016,LK,3
3,3,US Elections,2016,LK,4
4,4,Adarei Man Adarei,2016,LK,5
5,5,iPhone 7,2016,LK,6
6,6,Sidu,2016,LK,7
7,7,Olympics,2016,LK,8
8,8,Euro 2016,2016,LK,9
9,9,Kabali,2016,LK,10
0,0,Eurobasket 2013,2013,LT,1
1,1,Paslapčių namai,2013,LT,2
2,2,Paul Walker,2013,LT,3
3,3,Google Street View,2013,LT,4
4,4,Vytautas Šapranauskas,2013,LT,5
5,5,Eurovizija 2013,2013,LT,6
6,6,Velykos 2013,2013,LT,7
7,7,Valentinas vienas,2013,LT,8
8,8,Teleloto bilietų tikrinimas,2013,LT,9
9,9,Atari breakout,2013,LT,10
0,0,Eurobasket,2017,LT,1
1,1,Oras,2017,LT,2
2,2,Telia,2017,LT,3
3,3,Eurovision,2017,LT,4
4,4,Sauktiniu sarasai,2017,LT,5
5,5,Dakaras,2017,LT,6
6,6,Užgavėnės,2017,LT,7
7,7,Velykiniai sveikinimai,2017,LT,8
8,8,Elektros kaina,2017,LT,9
9,9,iPhone 8,2017,LT,10
0,0,Fifa,2018,LT,1
1,1,Eurovision,2018,LT,2
2,2,Dakar,2018,LT,3
3,3,Popiežiaus vizitas,2018,LT,4
4,4,VMI deklaracijos,2018,LT,5
5,5,Šauktinių sąrašas,2018,LT,6
6,6,Vertėjas anglų lietuvių,2018,LT,7
7,7,Pasmerkti 4,2018,LT,8
8,8,Tarp pilkų debesų,2018,LT,9
9,9,Žalgiris Olympiacos,2018,LT,10
0,0,rinkimai kaip reikia balsuoti,2019,LT,1
1,1,Ignitis,2019,LT,2
2,2,Gitanas Nausėda,2019,LT,3
3,3,tymai,2019,LT,4
4,4,iphone 11,2019,LT,5
5,5,Joker,2019,LT,6
6,6,Dynoro,2019,LT,7
7,7,Ingrida Šimonytė,2019,LT,8
8,8,Chernobyl,2019,LT,9
9,9,Šauktinių sąrašas,2019,LT,10
0,0,Koronavirusas,2020,LT,1
1,1,EDUKA klasė,2020,LT,2
2,2,Esveikata,2020,LT,3
3,3,Classroom,2020,LT,4
4,4,Zoom,2020,LT,5
5,5,VRK,2020,LT,6
6,6,Koronaviruso statistika,2020,LT,7
7,7,US rinkimai,2020,LT,8
8,8,About You,2020,LT,9
9,9,Dakaras 2020,2020,LT,10
0,0,Paul Walker,2013,LV,1
1,1,Will Smith,2013,LV,2
2,2,Aivars Brīze,2013,LV,3
3,3,Harijs Spanovskis,2013,LV,4
4,4,Cory Monteith,2013,LV,5
5,5,Elita Veidemane,2013,LV,6
6,6,Kristiāns Pelšs,2013,LV,7
7,7,Laima Vaikule,2013,LV,8
8,8,Artuss Kaimiņš,2013,LV,9
9,9,Gatis Saknītis,2013,LV,10
0,0,Ss.com,2017,LV,1
1,1,Laikapstākļi,2017,LV,2
2,2,Circle K | Skrapeunlaime,2017,LV,3
3,3,iPhone 8,2017,LV,4
4,4,Andelemandele,2017,LV,5
5,5,Fidget spinner,2017,LV,6
6,6,Katalonija,2017,LV,7
7,7,Gripas simptomi,2017,LV,8
8,8,Despacito,2017,LV,9
9,9,Nokia 3310,2017,LV,10
0,0,Pasaules kauss futbolā,2018,LV,1
1,1,Pasaules čempionāts hokejā,2018,LV,2
2,2,Olimpiskās spēles,2018,LV,3
3,3,Algas kalkulators,2018,LV,4
4,4,Vēlēšanu iecirkņi,2018,LV,5
5,5,Dziesmu svētku programma,2018,LV,6
6,6,Staro Rīga,2018,LV,7
7,7,Lieldienas,2018,LV,8
8,8,Mairis Briedis,2018,LV,9
9,9,Viņas melo labāk,2018,LV,10
0,0,“Skrāpē un laimē”,2019,LV,1
1,1,IIHF,2019,LV,2
2,2,Čeku loterija,2019,LV,3
3,3,1188,2019,LV,4
4,4,Starppilsētu autobusi,2019,LV,5
5,5,Eiropas Parlamenta vēlēšanas,2019,LV,6
6,6,Černobiļa,2019,LV,7
7,7,Lupy games,2019,LV,8
8,8,Tet,2019,LV,9
9,9,Citadele,2019,LV,10
0,0,Rīgas svētki 2020,2020,LV,1
1,1,Ēnu dienas 2020,2020,LV,2
2,2,Black friday izpārdošana,2020,LV,3
3,3,Rīgas domes vēlēšanas,2020,LV,4
4,4,Baltā nakts 2020,2020,LV,5
5,5,Zelta mikrofons 2020,2020,LV,6
6,6,Balttour 2020,2020,LV,7
7,7,Trakās dienas 2020,2020,LV,8
8,8,Muzikālā banka,2020,LV,9
9,9,Ledus skupltūras Jelgavā,2020,LV,10
0,0,Thanos,2019,MM,1
1,1,Unicode font,2019,MM,2
2,2,Gboard,2019,MM,3
3,3,Call of Duty,2019,MM,4
4,4,PUBG,2019,MM,5
5,5,9Apps,2019,MM,6
6,6,H5Game,2019,MM,7
7,7,XXXHolic Rei,2019,MM,8
8,8,Redmi Note 7,2019,MM,9
9,9,Jung Joon Young,2019,MM,10
0,0,Concierto Exa,2008,MX,1
1,1,Madonna,2008,MX,2
2,2,La Academia,2008,MX,3
3,3,Concierto Alas,2008,MX,4
4,4,Mana,2008,MX,5
5,5,Zócalo,2008,MX,6
6,6,Jonas Brothers,2008,MX,7
7,7,Drake Bell,2008,MX,8
8,8,Wisin y Yandel,2008,MX,9
9,9,Alizee,2008,MX,10
0,0,Taringa,2009,MX,1
1,1,Youtube,2009,MX,2
2,2,Facebook,2009,MX,3
3,3,Traductor Google,2009,MX,4
4,4,Juegos de Mario,2009,MX,5
5,5,Marios Bros,2009,MX,6
6,6,Hotmail,2009,MX,7
7,7,Peliculas,2009,MX,8
8,8,Naruto,2009,MX,9
9,9,WWE,2009,MX,10
0,0,La Academia,2011,MX,1
1,1,Escorpión Dorado,2011,MX,2
2,2,Miss Universo,2011,MX,3
3,3,Boda Real,2011,MX,4
4,4,Vive latino,2011,MX,5
5,5,Cartoon network 2.5,2011,MX,6
6,6,Adelle,2011,MX,7
7,7,Tve,2011,MX,8
8,8,Los Simpson,2011,MX,9
9,9,Tvolución Telenovelas,2011,MX,10
0,0,Pizza,2012,MX,1
1,1,Pastel,2012,MX,2
2,2,Cupcakes,2012,MX,3
3,3,Sandwich,2012,MX,4
4,4,Tacos,2012,MX,5
5,5,Sushi,2012,MX,6
6,6,Queso,2012,MX,7
7,7,Limón,2012,MX,8
8,8,Pastor,2012,MX,9
9,9,Gorditas,2012,MX,10
0,0,Cancún,2013,MX,1
1,1,Mérida,2013,MX,2
2,2,Acapulco,2013,MX,3
3,3,Playa del Carmen,2013,MX,4
4,4,Tulum,2013,MX,5
5,5,Los Cabos,2013,MX,6
6,6,Mexicali,2013,MX,7
7,7,San Miguel Allende,2013,MX,8
8,8,Los Mochis,2013,MX,9
9,9,Hidalgo,2013,MX,10
0,0,Semana Santa,2014,MX,1
1,1,Vive Latino,2014,MX,2
2,2,Buen Fin,2014,MX,3
3,3,Calendario escolar,2014,MX,4
4,4,Hell and Heaven,2014,MX,5
5,5,Oscares,2014,MX,6
6,6,Corona Capital,2014,MX,7
7,7,Año Nuevo,2014,MX,8
8,8,Julio regalado,2014,MX,9
9,9,Día de muertos,2014,MX,10
0,0,Huracán Patricia,2015,MX,1
1,1,Joan Sebastian,2015,MX,2
2,2,50 sombras de Grey,2015,MX,3
3,3,Lorena Rojas,2015,MX,4
4,4,Chapo Guzmán,2015,MX,5
5,5,Jurassic World,2015,MX,6
6,6,Rápido y furioso 7,2015,MX,7
7,7,Mi corazón es tuyo,2015,MX,8
8,8,Copa Oro 2015,2015,MX,9
9,9,Carmen Aristegui,2015,MX,10
0,0,Pokémon Go,2016,MX,1
1,1,Juegos Olímpicos de Río 2016,2016,MX,2
2,2,Juan Gabriel,2016,MX,3
3,3,Elecciones Estados Unidos,2016,MX,4
4,4,Slither.io,2016,MX,5
5,5,Eurocopa,2016,MX,6
6,6,Copa América 2016,2016,MX,7
7,7,Deadpool,2016,MX,8
8,8,iPhone 7,2016,MX,9
9,9,Donald Trump,2016,MX,10
0,0,Sismo en México,2017,MX,1
1,1,Eclipse Solar,2017,MX,2
2,2,Coco,2017,MX,3
3,3,Huracán Irma,2017,MX,4
4,4,Elecciones Estado de México,2017,MX,5
5,5,iPhone X,2017,MX,6
6,6,Spinner,2017,MX,7
7,7,Roblox,2017,MX,8
8,8,Cataluña,2017,MX,9
9,9,Corea del Norte,2017,MX,10
0,0,Mundial 2018,2018,MX,1
1,1,Resultados electorales de México,2018,MX,2
2,2,Freddie Mercury,2018,MX,3
3,3,Andrés Manuel López Obrador,2018,MX,4
4,4,Fortnite,2018,MX,5
5,5,Croacia,2018,MX,6
6,6,Buen Fin 2018,2018,MX,7
7,7,Debate Presidencial 2018,2018,MX,8
8,8,Movimiento Naranja,2018,MX,9
9,9,Guatemala,2018,MX,10
0,0,BTC,2019,MX,1
1,1,Thanos,2019,MX,2
2,2,Día de Muertos,2019,MX,3
3,3,La caída del Muro de Berlín,2019,MX,4
4,4,Jóvenes Construyendo el Futuro,2019,MX,5
5,5,Joseph Antoine Ferdinand Plateau,2019,MX,6
6,6,Mundial Sub 17,2019,MX,7
7,7,Hamburguesas,2019,MX,8
8,8,Salario mínimo 2019,2019,MX,9
9,9,Popocatépetl,2019,MX,10
0,0,Coronavirus,2020,MX,1
1,1,Classroom,2020,MX,2
2,2,Elecciones Estados Unidos,2020,MX,3
3,3,Bienestar Azteca,2020,MX,4
4,4,Juegos de Doodles de Google populares,2020,MX,5
5,5,Zoom,2020,MX,6
6,6,Consejos sobre el coronavirus,2020,MX,7
7,7,Síntomas del coronavirus,2020,MX,8
8,8,Among Us,2020,MX,9
9,9,Champions League,2020,MX,10
0,0,Perodua Nautica,2008,MY,1
1,1,Toyota Rush,2008,MY,2
2,2,Proton MPV,2008,MY,3
3,3,Proton BLM,2008,MY,4
4,4,Honda City,2008,MY,5
5,5,Proton Saga,2008,MY,6
6,6,Grand Livina,2008,MY,7
7,7,Honda Accord,2008,MY,8
8,8,Myvi,2008,MY,9
9,9,Honda Civic,2008,MY,10
0,0,Facebook Login,2009,MY,1
1,1,Michael Jackson,2009,MY,2
2,2,Elizabeth Wong,2009,MY,3
3,3,Utusan Malaysia,2009,MY,4
4,4,Dragonica,2009,MY,5
5,5,Oh Bulan,2009,MY,6
6,6,Jobsmalaysia,2009,MY,7
7,7,Twitter,2009,MY,8
8,8,Tagged.com,2009,MY,9
9,9,4shared,2009,MY,10
0,0,Facebook,2011,MY,1
1,1,Angry Birds,2011,MY,2
2,2,Maharaja Lawak,2011,MY,3
3,3,iPhone 5,2011,MY,4
4,4,Samsung Galaxy,2011,MY,5
5,5,iPad2,2011,MY,6
6,6,Jawatan Kosong,2011,MY,7
7,7,Android,2011,MY,8
8,8,Tonton,2011,MY,9
9,9,Aishiteru,2011,MY,10
0,0,Nissan Almera,2012,MY,1
1,1,Toyota 86,2012,MY,2
2,2,Proton Prevé,2012,MY,3
3,3,Hyundai Elantra,2012,MY,4
4,4,Mitsubishi Mirage,2012,MY,5
5,5,Toyota Prius C,2012,MY,6
6,6,Mazda Cx5,2012,MY,7
7,7,Toyota Avanza,2012,MY,8
8,8,Honda Civic,2012,MY,9
9,9,Proton Exora Bold,2012,MY,10
0,0,Proton suprima,2013,MY,1
1,1,Proton saga sv,2013,MY,2
2,2,Nissan almera,2013,MY,3
3,3,Kia cerato,2013,MY,4
4,4,Toyota vios,2013,MY,5
5,5,Kia rio,2013,MY,6
6,6,Peugeot 208,2013,MY,7
7,7,Proton preve,2013,MY,8
8,8,Ford kuga,2013,MY,9
9,9,Lamborghini veneno,2013,MY,10
0,0,MH370,2014,MY,1
1,1,World Cup 2014,2014,MY,2
2,2,MH17,2014,MY,3
3,3,Astro Awani,2014,MY,4
4,4,Perodua Axia,2014,MY,5
5,5,SPS,2014,MY,6
6,6,BR1M,2014,MY,7
7,7,Street View,2014,MY,8
8,8,Malindo Air,2014,MY,9
9,9,Rindu Awak 200%,2014,MY,10
0,0,HRMIS 2,2015,MY,1
1,1,BR1M 2015,2015,MY,2
2,2,How-Old.net,2015,MY,3
3,3,Maharaja Lawak Mega,2015,MY,4
4,4,Fast & Furious 7,2015,MY,5
5,5,Hati Perempuan,2015,MY,6
6,6,1 USD to MYR,2015,MY,7
7,7,WhatsApp Web,2015,MY,8
8,8,GST,2015,MY,9
9,9,Bersih 4.0,2015,MY,10
0,0,Euro 2016,2016,MY,1
1,1,Pokemon GO,2016,MY,2
2,2,BR1M 2016,2016,MY,3
3,3,SAPS Ibu Bapa,2016,MY,4
4,4,Olympic Games Rio 2016,2016,MY,5
5,5,Suri Hati Mr Pilot,2016,MY,6
6,6,Train to Busan,2016,MY,7
7,7,MAMA 2016,2016,MY,8
8,8,7 Hari Mencintaiku,2016,MY,9
9,9,Descendents of the Sun,2016,MY,10
0,0,BR1M,2017,MY,1
1,1,Hero Seorang Cinderella,2017,MY,2
2,2,SEA Games,2017,MY,3
3,3,Titian Cinta,2017,MY,4
